0.000000000000000000e+00,1.432330869596825949e+02,1.179027768968992831e+02,2.751805407364425449e+01,1.277544007069815279e+02,1.142326227484950465e+02,1.217135062349286017e+02,1.344993208161290283e+02,1.609237185749819901e+02,2.957553982601162943e+02,1.618214423369165331e+02,2.333172644705059326e+02,1.962551260477035271e+02,1.973528155360343135e+02,1.337414939351284602e+02,2.895967867570356589e+02,1.496247105260357557e+02,1.193465868803964014e+02,1.462812100031989644e+02,1.843342483099654316e+02,1.570527822103129836e+02,1.233101467844394392e+02,1.685434816301122680e+02,7.274778347138830270e+01,2.624514240769142148e+01,1.317212826387596465e+02,1.475065086699566734e+02,1.294021533823915888e+02,2.570633190480502961e+01,1.326028811904175768e+02,1.015966899067090594e+02,1.213581183934556549e+02,1.220522863366352624e+02,1.593012375972013501e+02,1.627723026193338569e+02,1.472050692061928032e+02,1.596909368123313300e+02,1.586254557125053566e+02,2.049105607332135435e+02,1.496020277268994789e+02,1.508213927133681125e+02,2.216774950237393966e+02,1.324343833753153206e+02,1.381063155688399604e+02,1.323257310578709394e+02,2.052495237509699848e+02,1.722433740380163272e+02,5.583521917213191443e+01,2.430479993746086720e+01,1.442938692391329596e+02,2.965986331728452114e+02
1.432330869596825949e+02,0.000000000000000000e+00,9.422447983406435412e+01,1.526201975493414409e+02,1.511082310795808041e+02,1.450517069875429286e+02,1.391398275117516334e+02,1.538021583073527552e+02,3.074392297674458518e+01,2.871807698993788449e+02,1.698088042476007615e+02,2.179639041217604927e+02,1.943094668306204653e+02,1.668270265874207325e+02,1.557196281783385245e+02,2.808341822143451054e+02,1.623634232208719936e+02,1.372203614628674302e+02,1.428291069775345079e+02,2.028354453738300833e+02,1.586984297338823637e+02,1.536298945518091443e+02,1.913604264209295422e+02,1.482940423617887404e+02,1.487932401018271662e+02,1.509342813942545263e+02,1.618148401723401832e+02,1.469092491982720503e+02,1.541289236321333647e+02,1.687381939573847660e+02,1.598581596290911477e+02,1.409682301087730991e+02,1.509403146942525495e+02,1.554961668337840024e+02,1.850449358939605986e+02,1.325020618707497704e+02,1.639553308068999513e+02,1.566140945125948463e+02,1.635750815375006653e+02,1.268760012768372150e+02,1.110001599097947462e+02,2.057059994263657643e+02,1.502428490810793846e+02,1.553953191058211587e+02,1.553450098973249567e+02,1.765842558100806343e+02,1.496824201434490078e+02,1.520180913575749173e+02,1.459386573187515523e+02,1.556069706022194907e+02,2.882838056499185200e+02
1.179027768968992831e+02,9.422447983406435412e+01,0.000000000000000000e+00,1.295261321124042695e+02,1.790707047509446852e+02,1.317852962207848577e+02,1.241098610103161946e+02,1.306558597997043307e+02,1.174442369807902367e+02,2.986787789582647861e+02,1.714947281988574730e+02,2.331057757757194793e+02,1.959421723366361050e+02,1.783544953176117644e+02,1.308913595314832321e+02,2.925817087584252931e+02,1.561735400123849331e+02,1.188475948431435540e+02,1.209070014515288705e+02,1.925687770641959560e+02,1.463193439023015685e+02,1.275634551899563291e+02,1.815106134637861999e+02,1.220813015985658581e+02,1.216761706333659987e+02,1.293872779681218219e+02,1.564876381699206433e+02,1.216890237449540990e+02,1.291475307545599378e+02,1.799116485945254453e+02,1.629229707561214298e+02,1.254091794885844848e+02,1.363008371214204715e+02,1.298801389743635752e+02,1.761808028702332933e+02,1.069549316301030046e+02,1.594601784145496310e+02,1.627798402751397191e+02,1.808330188322917707e+02,1.523346949975612290e+02,1.443568817202699108e+02,2.216983879057310673e+02,1.323883805324319667e+02,1.447141264700858301e+02,1.303567109894999021e+02,2.011260201962938368e+02,1.799082969181799569e+02,1.342536587955799519e+02,1.245279065109503449e+02,1.510790299810003603e+02,2.994735424039993745e+02
2.751805407364425449e+01,1.526201975493414409e+02,1.295261321124042695e+02,0.000000000000000000e+00,1.359906776216664355e+02,1.322963484000976280e+02,1.396576861472364612e+02,1.412086215498189858e+02,1.675437068349629328e+02,2.966284559849240168e+02,1.736808351546019367e+02,2.354631584770747281e+02,2.018713446727890641e+02,2.103418862233578182e+02,1.388634822406524734e+02,2.904883546719213996e+02,1.599406924456687591e+02,1.383747827459902453e+02,1.654564326340925504e+02,1.981277910844412702e+02,1.771468540505306350e+02,1.274655780985596607e+02,1.829446050038098122e+02,7.581054741920804929e+01,1.417344700487492481e+01,1.390394397284454158e+02,1.591411549537076837e+02,1.491286732992686552e+02,1.280505368985208570e+01,1.294731230796569719e+02,1.103959713938873648e+02,1.392206019237095518e+02,1.411617019591362521e+02,1.783589179155334534e+02,1.781960235246567095e+02,1.536878072587412873e+02,1.627323465080006883e+02,1.721024901040075008e+02,2.175796718445912177e+02,1.606441439953539145e+02,1.649471054611144325e+02,2.241670165300863289e+02,1.401639497160379335e+02,1.485658631718605989e+02,1.365683850677015130e+02,2.180919987069677006e+02,1.816456913884829589e+02,7.122290502359476250e+01,1.747360294844776973e+01,1.579435291488701694e+02,2.974690506590559380e+02
1.277544007069815279e+02,1.511082310795808041e+02,1.790707047509446852e+02,1.359906776216664355e+02,0.000000000000000000e+00,1.250527856546987238e+02,1.267984932875781823e+02,1.896773945413633271e+02,1.509762752885366410e+02,2.967606370460880498e+02,1.532248325174480215e+02,2.342668636405925895e+02,2.247967735533586335e+02,1.592062137606443741e+02,1.911858067430738686e+02,2.906233283822893441e+02,1.606209161348545820e+02,1.303482638933100759e+02,1.462409043325430105e+02,1.915899465003317914e+02,1.658635797877279572e+02,1.851956554566008037e+02,1.747610405668265514e+02,1.561697963756116110e+02,1.401466917197834050e+02,1.797311269646969265e+02,1.570047598004595386e+02,1.391648087700335168e+02,1.401087734583384190e+02,1.446748554518026708e+02,1.069473071189732991e+02,1.283033592701298176e+02,1.309480251855674169e+02,1.627752475040354341e+02,1.682576126063840434e+02,1.870130714682800033e+02,1.907994491606304450e+02,1.374803742357431986e+02,1.575496125034904651e+02,7.159677506703766880e+01,8.069354001405567089e+01,2.224692551792269342e+02,1.883510769812586148e+02,1.609445031680175191e+02,1.907100039326725778e+02,1.615230587253720671e+02,1.139270117224180865e+02,1.033213008048195292e+02,1.321832523431012874e+02,1.650147520678075637e+02,2.979773677647347654e+02
1.142326227484950465e+02,1.450517069875429286e+02,1.317852962207848577e+02,1.322963484000976280e+02,1.250527856546987238e+02,0.000000000000000000e+00,2.354620351564131298e+01,1.437249846060176424e+02,1.621086379561558317e+02,3.007498304238923197e+02,1.152501978306327999e+02,2.390727090238448795e+02,2.033826413438472400e+02,1.617608484770032078e+02,1.401283008531823953e+02,2.946956121152807668e+02,1.142509610462861502e+02,2.278904342002984862e+01,9.144571777836293336e+01,1.427319242496226082e+02,1.077574391863503962e+02,1.358921064668584791e+02,1.223122050328584436e+02,1.271113303368350103e+02,1.252122358238203219e+02,1.290392025703816898e+02,1.127253050561407974e+02,7.988226211118463027e+01,1.325416666561878003e+02,1.829113943963032511e+02,1.322635448640327525e+02,2.004452044824204648e+01,4.163758518454197599e+01,1.126443198745502343e+02,1.134731880225456990e+02,1.571548042536402932e+02,1.663805890120599429e+02,1.077243524000028714e+02,1.713412682338963293e+02,1.264184662143944706e+02,1.106658077275903480e+02,2.279904916877017627e+02,1.414982247238459365e+02,1.111200859430912686e+02,1.394062394586411813e+02,1.710431053857477082e+02,1.236280858057747309e+02,7.463857581706660937e+01,1.274984094018431051e+02,1.188207725946940485e+02,3.015608815811493741e+02
1.217135062349286017e+02,1.391398275117516334e+02,1.241098610103161946e+02,1.396576861472364612e+02,1.267984932875781823e+02,2.354620351564131298e+01,0.000000000000000000e+00,1.444618084477693287e+02,1.548964918905525394e+02,2.937730777317757997e+02,1.104117004669342208e+02,2.362901642049452846e+02,2.027424782821794338e+02,1.488080508574720398e+02,1.424372360023880617e+02,2.875720161976822169e+02,1.134176062170243711e+02,1.229194858433721471e+01,7.218149208765358082e+01,1.396999753042211410e+02,1.026936142123744702e+02,1.385802918888540489e+02,1.184800151924365537e+02,1.326144087194147687e+02,1.322132243763837778e+02,1.297420498527752102e+02,1.102489659815455525e+02,6.472675567336897018e+01,1.410892919395373610e+02,1.851527447811670868e+02,1.338052465339083312e+02,5.346017209099660050e+00,3.919012375586462582e+01,9.406747950274848336e+01,1.098752724683766360e+02,1.511497363543846859e+02,1.657575491493524567e+02,1.023141642198185366e+02,1.572780045015830979e+02,1.155135312420151052e+02,1.038345631280836869e+02,2.252275427206894562e+02,1.442612446223863856e+02,1.105339015867982084e+02,1.419017868104556044e+02,1.648991528177145938e+02,1.176694934976776068e+02,8.460732651490646106e+01,1.360272226431165166e+02,1.197924734697468381e+02,2.946612129208729129e+02
1.344993208161290283e+02,1.538021583073527552e+02,1.306558597997043307e+02,1.412086215498189858e+02,1.896773945413633271e+02,1.437249846060176424e+02,1.444618084477693287e+02,0.000000000000000000e+00,1.689968446450997988e+02,2.962511368754556997e+02,1.702541702866628555e+02,2.315138851127508417e+02,1.974332383364057648e+02,1.603447002554184451e+02,3.377539785109871673e+01,2.901030496220265604e+02,1.583905019248313408e+02,1.431342548099510736e+02,1.674873950481050144e+02,1.917996428568103227e+02,1.681511537278290405e+02,1.397099824636736400e+02,1.879070065218431296e+02,1.344771634888243739e+02,1.337476668955387140e+02,3.771394967382764207e+01,8.978893584401139094e+01,1.618464000217490195e+02,1.416508369195184400e+02,1.826645335033596496e+02,1.566276198503954618e+02,1.439925255004578162e+02,1.429834028829919532e+02,1.798876454901780733e+02,1.830946350934401323e+02,6.721891623642852664e+01,1.075784104734774331e+02,1.144410131902020424e+02,1.692932426294682102e+02,1.874663271096972323e+02,1.750043125182919539e+02,2.187550966263414978e+02,1.432223886129539494e+02,6.862122485062474198e+01,3.544080416694851010e+01,1.596225607487863556e+02,1.472628031785351936e+02,1.453899900268240799e+02,1.390908968983951581e+02,1.211856295110934099e+02,2.970891053202725516e+02
1.609237185749819901e+02,3.074392297674458518e+01,1.174442369807902367e+02,1.675437068349629328e+02,1.509762752885366410e+02,1.621086379561558317e+02,1.548964918905525394e+02,1.689968446450997988e+02,0.000000000000000000e+00,2.841020760219819294e+02,1.776477328873070860e+02,2.175732701873095323e+02,2.032621595378736572e+02,1.671479548184780981e+02,1.716268393929108242e+02,2.776851326592765190e+02,1.732250651609056433e+02,1.547715568184283939e+02,1.562305405482551919e+02,2.147254649546718213e+02,1.763980872912175357e+02,1.695572413670380456e+02,2.028063652847217497e+02,1.651436732060904546e+02,1.649532797491459348e+02,1.660723917452868363e+02,1.724235184074376548e+02,1.620957547254091367e+02,1.705383742739445836e+02,1.707985816685841201e+02,1.664584861159081868e+02,1.570600117789375361e+02,1.664147138927324647e+02,1.685308289304956588e+02,1.971455130100606823e+02,1.449425886342589251e+02,1.720593627211260070e+02,1.640099637217202542e+02,1.609155669908911932e+02,1.236864733913939318e+02,1.121571411012246244e+02,2.052761642276082625e+02,1.670281182915020679e+02,1.679494709726708379e+02,1.710199535142025411e+02,1.772623524609780077e+02,1.474740095745687540e+02,1.679545423619140934e+02,1.622362946445708189e+02,1.698299116763592735e+02,2.853399824770443729e+02
2.957553982601162943e+02,2.871807698993788449e+02,2.986787789582647861e+02,2.966284559849240168e+02,2.967606370460880498e+02,3.007498304238923197e+02,2.937730777317757997e+02,2.962511368754556997e+02,2.841020760219819294e+02,0.000000000000000000e+00,2.171848885166737375e+02,2.989111889842867527e+02,2.914120661537541537e+02,2.979240148091456035e+02,3.035834488242071529e+02,5.785821376433945318e+01,2.278567716790527982e+02,2.989812686440406537e+02,2.919241171948627880e+02,2.990918870514544778e+02,2.942056297897781292e+02,2.999468027834269037e+02,3.024926766055667713e+02,2.941065783011321741e+02,2.927612742491738800e+02,2.980722907282728329e+02,2.916310544163635541e+02,2.948893109286940444e+02,3.020873762671985219e+02,2.940234458338314312e+02,2.840720820496093779e+02,2.952075292061501841e+02,2.963666327372229716e+02,2.961215529136641180e+02,2.999011898942716812e+02,2.957686342396705186e+02,2.948997380466792038e+02,2.920854676289116583e+02,2.945953680898597895e+02,2.824683159223349094e+02,2.921847372810564707e+02,2.927659379094500878e+02,2.980424105727236679e+02,2.941165160272370827e+02,3.030036760503080018e+02,2.905044977276599525e+02,2.733116325735148280e+02,3.007573974152589358e+02,3.003031919577279041e+02,2.453929214545521518e+02,8.382078501183342212e+01
